Artist,Sixties,Seventies,Eighties,Nineties,Two_Thousands,Twenty_Tens,Total Hits,Songs,Gender,Genre
soul ii soul,0,0,1,1,0,0,2,"keep on movin, back to life however do you want me",,
souldecision,0,0,0,0,1,0,1,faded,male,
soulja boy tell em,0,0,0,0,4,0,4,"crank that soulja boy, crank that soulja boy, kiss me thru the phone, turn my swag on",,
sounds orchestral,1,0,0,0,0,0,1,cast your fate to the wind,male,
spandau ballet,0,0,1,0,0,0,1,TRUE,,
spice girls,0,0,0,5,0,0,5,"wannabe, say youll be there, 2 become 1, too much, spice up your life",,
spin doctors,0,0,0,1,0,0,1,two princes,male,
spiral starecase,1,0,0,0,0,0,1,more today than yesterday,,
ssgt barry sadler,1,0,0,0,0,0,1,ballad of the green berets,,
stacey q,0,0,1,0,0,0,1,two of hearts,female,American_female_pop_singers
staind,0,0,0,0,1,0,1,its been awhile,,
starbuck,0,1,0,0,0,0,1,moonlight feels right,,
starland vocal band,0,1,0,0,0,0,1,afternoon delight,,
starpoint,0,0,1,0,0,0,1,object of my desire,,
stars on 45,0,0,1,0,0,0,1,stars on 45 medley,,
starship,0,0,3,0,0,0,3,"we built this city, sara, nothings gonna stop us now",,
status quo,1,0,0,0,0,0,1,pictures of matchstick men,,
stealers wheel,0,1,0,0,0,0,1,stuck in the middle with you,,
steely dan,0,5,1,0,0,0,6,"reelin in the years, do it again, rikki dont lose that number, peg, deacon blues, hey nineteen",,
stephen bishop,0,1,1,0,0,0,2,"on and on, it might be you",male,American_male_singer-songwriters
steppenwolf,2,0,0,0,0,0,2,"born to be wild, magic carpet ride",,
steve forbert,0,0,1,0,0,0,1,romeos tune,,
steve holy,0,0,0,0,1,0,1,good morning beautiful,male,American_country_singers
steve miller band,0,4,1,0,0,0,5,"the joker, take the money and run, fly like an eagle, jet airliner, abracadabra",,
steve perry,0,0,1,0,0,0,1,oh sherrie,male,American_male_singer-songwriters
steve winwood,0,0,6,0,0,0,6,"while you see a chance, higher love, the finer things, roll with it, dont you know what the night can do, valerie",male,English_male_singers
stevie b,0,0,0,2,0,0,2,"because i love you the postman song, dream about you",male,American_male_singers
stevie nicks,0,0,3,0,0,0,3,"edge of seventeen just like the white winged dove, stand back, talk to me",female,American_female_rock_singers
stevie nicks  tom petty,0,0,1,0,0,0,1,stop draggin my heart around,,
stevie nicks and don henley,0,0,1,0,0,0,1,leather and lace,,
stevie wonder,4,10,8,0,0,0,22,"uptight everythings alright, i was made to love her, shoobedoobedoodaday, my cherie amour, signed sealed delivered im yours, if you really love me, you are the sunshine of my life, superstition, higher ground, living for the city, dont you worry bout a thing, boogie on reggae woman, sir duke, i wish, send one your love, master blaster jammin, i aint gonna stand for it, that girl, do i do, i just called to say i love you, parttime lover, go home",male,American_male_singer-songwriters
sting,0,0,3,3,1,0,7,"if you love somebody set them free, fortress around your heart, well be together, all this time, fields of gold, if i ever lose my faith in you, desert rose",male,Male_new_wave_singers
stories,0,1,0,0,0,0,1,brother louie,,
strawberry alarm clock,1,0,0,0,0,0,1,incense and peppermints,male,
stray cats,0,0,2,0,0,0,2,"stray cat strut, shes sexy  17",,
styx,0,3,5,1,0,0,9,"lady, come sail away, renegade, babe, the best of times, too much time on my hands, mr roboto, dont let it end, show me the way",,
subway,0,0,0,1,0,0,1,this lil game we play,,
sugar ray,0,0,0,2,1,0,3,"every morning, someday, when its over",,
sugarland,0,0,0,0,0,1,1,stuck like glue,,
sugarloaf,0,2,0,0,0,0,2,"greeneyed lady, dont call us well call you",male,
sunshine anderson,0,0,0,0,1,0,1,heard it all before,female,African-American_female_singer-songwriters
supertramp,0,2,1,0,0,0,3,"give a little bit, the logical song, take the long way home",,
surface,0,0,1,1,0,0,2,"shower me with your love, the first time",,
survivor,0,0,5,0,0,0,5,"eye of the tiger, the search is over, i cant hold back, burning heart, is this love",,
suzanne vega,0,0,1,0,0,0,1,luka,female,American_female_guitarists
suzi quatro  chris norman,0,1,0,0,0,0,1,stumblin in,,
swedish house mafia,0,0,0,0,0,1,1,dont you worry child,,
sweet,0,4,0,0,0,0,4,"little willy, the ballroom blitz, fox on the run, love is like oxygen",,
sweet inspirations,1,0,0,0,0,0,1,sweet inspiration,female,
sweet sensation,0,0,0,1,0,0,1,if wishes came true,,
swing out sister,0,0,1,0,0,0,1,breakout,female,
switchfoot,0,0,0,0,1,0,1,meant to live,male,
swv,0,0,0,5,0,0,5,"weak, im so into you, right here, anything, youre the one",female,
swv and puff daddy,0,0,0,1,0,0,1,someone,,
sylke fyne,0,0,0,1,0,0,1,romeo and juliet,,
sylvia,0,1,0,0,0,0,1,pillow talk,female,American_female_country_singers
t rex,0,1,0,0,0,0,1,get it on,,
taco,0,0,1,0,0,0,1,puttin on the ritz,,
tag team,0,0,0,2,0,0,2,"whoomp there it is, whoomp there it is",,
taio cruz,0,0,0,0,0,3,3,"dynamite, break your heart, dynamite",male,British_male_singers
take that,0,0,0,2,0,0,2,"back for good, back for good",,
tal bachman,0,0,0,1,0,0,1,shes so high,male,Canadian_male_singers
tamia,0,0,0,0,1,0,1,stranger in my house,female,Canadian_female_pop_singers
tara kemp,0,0,0,2,0,0,2,"hold you tight, piece of my heart",female,American_female_singers
tatyana ali,0,0,0,1,0,0,1,daydreamin,female,African-American_female_singers
tavares,0,2,0,0,0,0,2,"it only takes a minute, heaven must be missing an angel",male,
taylor dayne,0,0,4,4,0,0,8,"ill always love you, tell it to my heart, prove your love, dont rush me, love will lead you back, with every beat of my heart, ill be your shelter, cant get enough of your love",female,American_female_pop_singers
taylor hicks,0,0,0,0,1,0,1,do i make you proud,male,American_male_singer-songwriters
taylor swift,0,0,0,0,7,13,20,"teardrops on my guitar, our song, teardrops on my guitar, love story, love story, you belong with me, white horse, mine, you belong with me, today was a fairytale, back to december, we are never ever getting back together, i knew you were trouble, 22, shake it off, blank space, bad blood, shake it off, style, wildest dreams",female,American_female_country_singers
tears for fears,0,0,4,1,0,0,5,"everybody wants to rule the world, shout, head over heels, sowing the seeds of love, break it down again",,
technotronic,0,0,0,3,0,0,3,"pump up the jam, get up before the night is over, move this",,
teddy geiger,0,0,0,0,1,0,1,for you i will confidence,male,American_male_singers
tee set,0,1,0,0,0,0,1,ma belle amie,,
teena marie,0,0,1,0,0,0,1,lovergirl,female,American_female_pop_singers
terence trent darby,0,0,2,0,0,0,2,"wishing well, sign your name",,
teri desario  kc,0,0,1,0,0,0,1,yes im ready,,
terri gibbs,0,0,1,0,0,0,1,somebodys knockin,female,American_female_country_singers
terror squad,0,0,0,0,1,0,1,lean back,,
terry jacks,0,1,0,0,0,0,1,seasons in the sun,male,
tesla,0,0,0,2,0,0,2,"love song, signs",,
tevin campbell,0,0,0,5,0,0,5,"round and round, tell me what you want me to do, can we talk, im ready, always in my heart",male,African-American_male_singers
thal'ia,0,0,0,0,1,0,1,i want you,,
the 5th dimension,4,2,0,0,0,0,6,"up up and away, stoned soul picnic, aquariuslet the sunshine in, wedding bell blues, one less bell to answer, last night i didnt get to sleep at all",male,
the ad libs,1,0,0,0,0,0,1,the boy from new york city,male,
the alan parsons project,0,0,3,0,0,0,3,"time, games people play, eye in the sky",,
the allamerican rejects,0,0,0,0,4,0,4,"move along, dirty little secret, it ends tonight, gives you hell",,
the allman brothers band,0,1,0,0,0,0,1,ramblin man,,
the american breed,1,0,0,0,0,0,1,bend me shape me,,
the animals,2,0,0,0,0,0,2,"we gotta get out of this place, sky pilot",,
the archies,1,0,0,0,0,0,1,sugar sugar,both,
the association,3,0,0,0,0,0,3,"cherish, windy, never my love",,
the b52s,0,0,1,2,0,0,3,"love shack, roam, love shack",,
the babys,0,1,0,0,0,0,1,everytime i think of you,,
the band perry,0,0,0,0,0,2,2,"if i die young, if i die young",,
the bangles,0,0,5,0,0,0,5,"manic monday, walk like an egyptian, a hazy shade of winter, eternal flame, in your room",,
the barkays,1,0,0,0,0,0,1,soul finger,,
the beach boys,5,1,2,0,0,0,8,"help me rhonda, california girls, good vibrations, sloop john b, barbara ann, rock and roll music, the beach boys medley, kokomo",,
the beatles,14,3,0,0,0,0,17,"help, ticket to ride, eight days a week, we can work it out, paperback writer, nowhere man, yellow submarine, all you need is love, penny lane, hey jude, lady madonna, revolution, something, come together, let it be, the long and winding road, got to get you into my life",,
the beatles with billy preston,1,0,0,0,0,0,1,get back,,
the beau brummels,2,0,0,0,0,0,2,"just a little, laugh laugh",male,
the bee gees,1,0,0,0,0,0,1,ive gotta get a message to you,,
the beginning of the end,0,1,0,0,0,0,1,funky nassau,,
the bellamy brothers,0,1,0,0,0,0,1,let your love flow,,
the bells,0,1,0,0,0,0,1,stay awhile,,
the black eyed peas,0,0,0,0,10,6,16,"where is the love, lets get it started, hey mama, dont phunk with my heart, my humps, dont lie, my humps, pump it, boom boom pow, i gotta feeling, imma be, i gotta feeling, meet me halfway, rock that body, just cant get enough, the time dirty bit",,
the blackbyrds,0,1,0,0,0,0,1,walking in rhythm,,
the blackout allstars,0,0,0,1,0,0,1,i like it,,
the box tops,4,0,0,0,0,0,4,"the letter, cry like a baby, soul deep, sweet cream ladies",,
the brotherhood of man,0,1,0,0,0,0,1,united we stand,both,
the brothers johnson,0,2,1,0,0,0,3,"ill be good to you, strawberry letter 23, stomp",,
the buckinghams,3,0,0,0,0,0,3,"kind of a drag, dont you care, mercy mercy mercy",,
the buoys,0,1,0,0,0,0,1,timothy,,
the byrds,1,0,0,0,0,0,1,mr tambourine man,,
the calling,0,0,0,0,1,0,1,wherever you will go,male,
the capitols,1,0,0,0,0,0,1,cool jerk,,
the carpenters,0,11,0,0,0,0,11,"they long to be close to you, weve only just begun, superstar, for all we know, rainy days and mondays, hurting each other, sing, yesterday once more, top of the world, please mr postman, only yesterday",,
the cars,0,0,5,0,0,0,5,"shake it up, drive, you might think, magic, tonight she comes",,
the casinos,1,0,0,0,0,0,1,then you can tell me goodbye,,
the chakachas,0,1,0,0,0,0,1,jungle fever,,
the chambers brothers,1,0,0,0,0,0,1,time has come today,,
the charlie daniels band,0,1,0,0,0,0,1,the devil went down to georgia,,
the chilites,0,1,0,0,0,0,1,oh girl,,
the clash,0,0,1,0,0,0,1,rock the casbah,,
the click five,0,0,0,0,1,0,1,just the girl,,
the cover girls,0,0,0,2,0,0,2,"we cant go wrong, wishing on a star",,
the cowsills,3,0,0,0,0,0,3,"the rain the park  other things, indian lake, hair",male,
the cranberries,0,0,0,2,0,0,2,"linger, when youre gone  free to decide",both,
the crazy world of arthur brown,1,0,0,0,0,0,1,fire,,
the cuff links,1,0,0,0,0,0,1,tracy,,
the cure,0,0,1,1,0,0,2,"lovesong, friday im in love",,
the cyrkle,1,0,0,0,0,0,1,red rubber ball,,
the dave clark five,2,0,0,0,0,0,2,"catch us if you can, i like it like that",,
the delfonics,1,1,0,0,0,0,2,"lala means i love you, didnt i blow your mind this time",,
the dells,2,0,0,0,0,0,2,"stay in my corner, oh what a night",,
the detroit emeralds,0,1,0,0,0,0,1,baby let me take you in my arms,,
the dirt band,0,0,1,0,0,0,1,an american dream,,
the doobie brothers,0,3,0,0,0,0,3,"long train runnin, black water, what a fool believes",,
the doors,3,2,0,0,0,0,5,"light my fire, hello i love you, touch me, love her madly, riders on the storm",,
the dramatics,0,2,0,0,0,0,2,"whatcha see is whatcha get, in the rain",,
the easybeats,1,0,0,0,0,0,1,friday on my mind,male,
the electric prunes,1,0,0,0,0,0,1,i had too much to dream last night,,
the emotions,0,1,0,0,0,0,1,best of my love,,
the escape club,0,0,1,1,0,0,2,"wild wild west, ill be there",,
the esquires,1,0,0,0,0,0,1,get on up,,
the fireballs,1,0,0,0,0,0,1,bottle of wine,,
the first class,0,1,0,0,0,0,1,beach baby,,
the floaters,0,1,0,0,0,0,1,float on,male,
the flying machine,1,0,0,0,0,0,1,smile a little smile for me,male,
the fortunes,1,1,0,0,0,0,2,"youve got your troubles, here comes that rainy day feeling again",,
the foundations,2,0,0,0,0,0,2,"baby now that ive found you, build me up buttercup",,
the four seasons,0,1,0,1,0,0,2,"december 1963 oh what a night, december 1963 oh what a night",male,
the four tops,1,2,0,0,0,0,3,"reach out ill be there, still water love, aint no woman like the one ive got",,
the fray,0,0,0,0,5,0,5,"over my head cable car, how to save a life, how to save a life, you found me, never say never",,
the free movement,0,1,0,0,0,0,1,ive found someone of my own,both,
the friends of distinction,2,1,0,0,0,0,3,"grazing in the grass, going in circles, love or let me be lonely",both,
the fuzz,0,1,0,0,0,0,1,i love you for all seasons,,
the game,0,0,0,0,3,0,3,"how we do, hate it or love it, my life",male,African-American_male_rappers
the gogos,0,0,4,0,0,0,4,"we got the beat, our lips are sealed, vacation, head over heels",female,
the grass roots,3,1,0,0,0,0,4,"lets live for today, midnight confessions, id wait a million years, temptation eyes",male,
the greg kihn band,0,0,2,0,0,0,2,"the breakup song they dont write em, jeopardy",,
the guess who,2,3,0,0,0,0,5,"these eyes, laughing, american woman, no time, clap for the wolfman",,
the happenings,2,0,0,0,0,0,2,"see you in september, i got rhythm",,
the heights,0,0,0,2,0,0,2,"how do you talk to an angel, how do you talk to an angel",both,
the hillside singers,0,1,0,0,0,0,1,id like to teach the world to sing in perfect harmony,,
the hollies,3,3,0,0,0,0,6,"bus stop, on a carousel, carrie anne, he aint heavy hes my brother, long cool woman in a black dress, the air that i breathe",,
the hombres,1,0,0,0,0,0,1,let it out let it all hang out,,
the honey cone,0,1,0,0,0,0,1,stickup,,
the honeydrippers,0,0,1,0,0,0,1,sea of love,,
the hues corporation,0,1,0,0,0,0,1,rock the boat,,
the human beinz,1,0,0,0,0,0,1,nobody but me,,
the human league,0,0,3,0,0,0,3,"dont you want me, keep feeling fascination, human",,
the ides of march,0,1,0,0,0,0,1,vehicle,,
the intruders,1,0,0,0,0,0,1,cowboys to girls,,
the irish rovers,1,0,0,0,0,0,1,the unicorn,,
the isley brothers,1,3,0,0,1,0,5,"its your thing, pop that thang, that lady, fight the power, contagious",,
the j geils band,0,0,2,0,0,0,2,"centerfold, freezeframe",male,
the jackson 5,0,7,0,0,0,0,7,"ill be there, abc, the love you save, i want you back, never can say goodbye, mamas pearl, dancing machine",,
the jacksons,0,2,1,0,0,0,3,"enjoy yourself, shake your body down to the ground, state of shock",,
the jaggerz,0,1,0,0,0,0,1,the rapper,male,
the jeff healey band,0,0,1,0,0,0,1,angel eyes,male,
the jets,0,0,5,0,0,0,5,"crush on you, you got it all, cross my broken heart, make it real, rocket 2 u",,
the killers,0,0,0,0,1,0,1,mr brightside,male,
the kingsmen,1,0,0,0,0,0,1,the jolly green giant,,
the kinks,2,1,1,0,0,0,4,"tired of waiting for you, all day and all of the night, lola, come dancing",,
the klf,0,0,0,2,0,0,2,"3 am eternal, justified and ancient",,
the knack,0,1,0,0,0,0,1,my sharona,male,
the left banke,1,0,0,0,0,0,1,walk away renee,,
the lemon pipers,1,0,0,0,0,0,1,green tambourine,,
the lettermen,2,0,0,0,0,0,2,"goin out of my headcant take my eyes off you, hurt so bad",,
the lovin spoonful,3,0,0,0,0,0,3,"do you believe in magic, daydream, did you ever have to make up your mind",,
the lox,0,0,0,1,0,0,1,money power  respect,,
the lumineers,0,0,0,0,0,2,2,"ho hey, ho hey",,
the main ingredient,0,2,0,0,0,0,2,"everybody plays the fool, just dont want to be lonely",male,
the mamas  the papas,3,0,0,0,0,0,3,"monday monday, california dreamin, dedicated to the one i love",,
the manhattan transfer,0,0,1,0,0,0,1,the boy from new york city,both,
the manhattans,0,1,1,0,0,0,2,"kiss and say goodbye, shining star",,
the marshall tucker band,0,1,0,0,0,0,1,heard it in a love song,,
the marvelettes,1,0,0,0,0,0,1,dont mess with bill,female,African-American_female_singers
the mccoys,1,0,0,0,0,0,1,hang on sloopy,,
the mills brothers,1,0,0,0,0,0,1,cab driver,,
the mindbenders,1,0,0,0,0,0,1,a groovy kind of love,,
the miracles,4,1,0,0,0,0,5,"the tracks of my tears, ooo baby baby, if you can want, baby baby dont cry, love machine",,
the moments,0,1,0,0,0,0,1,love on a twoway street,male,
the monkees,5,0,0,0,0,0,5,"last train to clarksville, im a believer, a little bit me a little bit you, pleasant valley sunday, daydream believer",,
the moody blues,1,1,0,0,0,0,2,"go now, nights in white satin",,
the motels,0,0,1,0,0,0,1,only the lonely,,
the music explosion,1,0,0,0,0,0,1,little bit o soul,,
the neighbourhood,0,0,0,0,0,1,1,sweater weather,,
the new seekers,0,2,0,0,0,0,2,"look what theyve done to my song ma, id like to teach the world to sing in perfect harmony",,
the notorious big,0,0,0,4,0,0,4,"one more chance, big poppa, mo money mo problems, hypnotize",,
the oak ridge boys,0,0,1,0,0,0,1,elvira,male,
the ojays,0,6,0,0,0,0,6,"back stabbers, love train, put your hands together, for the love of money, i love music, use ta be my girl",,
the okaysions,1,0,0,0,0,0,1,im a girl watcher,,
the originals,1,1,0,0,0,0,2,"baby im for real, the bells",,
the osmonds,0,3,0,0,0,0,3,"one bad apple, yoyo, down by the lazy river",,
the outfield,0,0,1,0,0,0,1,your love,male,
the outsiders,1,0,0,0,0,0,1,time wont let me,,
the partridge family,0,2,0,0,0,0,2,"doesnt somebody want to be wanted, i woke up in love this morning",,
the pipkins,0,1,0,0,0,0,1,gimme dat ding,,
the pointer sisters,0,2,4,0,0,0,6,"yes we can can, fire, slow hand, should i do it, im so excited, neutron dance",,
the police,0,0,5,0,0,0,5,"de do do do de da da da, dont stand so close to me, every little thing she does is magic, every breath you take, wrapped around your finger",,
the poppy family,0,1,0,0,0,0,1,which way you goin billy,,
the pretenders,0,0,3,1,0,0,4,"brass in pocket, back on the chain gang, dont get me wrong, ill stand by you",,
the proclaimers,0,0,0,1,0,0,1,im gonna be 500 miles,male,Scottish_male_singers
the pussycat dolls,0,0,0,0,1,0,1,dont cha,,
the rascals,2,0,0,0,0,0,2,"people got to be free, a beautiful morning",,
the red jumpsuit apparatus,0,0,0,0,1,0,1,face down,male,
the righteous brothers,4,1,0,0,0,0,5,"youve lost that lovin feelin, unchained melody, just once in my life, youre my soul and inspiration, rock and roll heaven",,
the rolling stones,7,3,3,0,0,0,13,"i cant get no satisfaction, the last time, paint it black, 19th nervous breakdown, ruby tuesday, jumpin jack flash, honky tonk women, brown sugar, angie, miss you, emotional rescue, waiting on a friend, undercover of the night",,
the romantics,0,0,1,0,0,0,1,talking in your sleep,male,
the royal guardsmen,1,0,0,0,0,0,1,snoopy vs the red baron,,
the sandpipers,1,1,0,0,0,0,2,"guantanamera, come saturday morning",,
the script,0,0,0,0,0,3,3,"breakeven, for the first time, hall of fame",,
the searchers,1,0,0,0,0,0,1,love potion no 9,,
the seekers,2,0,0,0,0,0,2,"ill never find another you, georgy girl",,
the shades of blue,1,0,0,0,0,0,1,oh how happy,,
the smashing pumpkins,0,0,0,1,0,0,1,1979,,
the sos band,0,0,1,0,0,0,1,take your time do it right,both,
the soul survivors,1,0,0,0,0,0,1,expressway to your heart,male,
the spencer davis group,1,0,0,0,0,0,1,gimme some lovin,,
the spinners,0,5,2,0,0,0,7,"its a shame, could it be im falling in love, one of a kind love affair, mighty love, the rubberband man, working my way back to youforgive me girl, cupidive loved you for a long time",,
the stampeders,0,1,0,0,0,0,1,sweet city woman,,
the standells,1,0,0,0,0,0,1,dirty water,,
the staple singers,0,2,0,0,0,0,2,"ill take you there, lets do it again",both,
the strangeloves,1,0,0,0,0,0,1,i want candy,,
the stylistics,0,4,0,0,0,0,4,"betcha by golly wow, break up to make up, you make me feel brand new, rockin roll baby",,
the supremes,9,1,0,0,0,0,10,"stop in the name of love, back in my arms again, you cant hurry love, you keep me hangin on, my world is empty without you, love is here and now youre gone, the happening, reflections, love child, up the ladder to the roof",,
the supremes  the temptations,1,0,0,0,0,0,1,im gonna make you love me,both,
the surfaris,1,0,0,0,0,0,1,wipe out,male,
the sylvers,0,3,0,0,0,0,3,"boogie fever, hot line, high school dance",both,
the system,0,0,1,0,0,0,1,dont disturb this groove,,
the tbones,1,0,0,0,0,0,1,no matter what shape your stomachs in,,
the temptations,7,5,0,0,0,0,12,"my girl, aint too proud to beg, beauty is only skin deep, youre my everything, i wish it would rain, i cant get next to you, runaway child running wild, ball of confusion thats what the world is today, psychedelic shack, just my imagination running away with me, masterpiece, papa was a rollin stone",,
the three degrees,0,1,0,0,0,0,1,when will i see you again,,
the time,0,0,1,1,0,0,2,"jungle love, jerk out",,
the tony rich project,0,0,0,1,0,0,1,nobody knows,,
the trammps,0,1,0,0,0,0,1,disco inferno,,
the tremeloes,2,0,0,0,0,0,2,"silence is golden, here comes my baby",,
the troggs,2,0,0,0,0,0,2,"wild thing, love is all around",,
the tubes,0,0,1,0,0,0,1,shes a beauty,both,
the turtles,6,0,0,0,0,0,6,"it aint me babe, you baby, happy together, shed rather be with me, elenore, you showed me",,
the undisputed truth,0,1,0,0,0,0,1,smiling faces sometimes,,
the ventures,1,0,0,0,0,0,1,hawaii fiveo,,
the veronicas,0,0,0,0,1,0,1,untouched,,
the verve,0,0,0,1,0,0,1,bitter sweet symphony,,
the verve pipe,0,0,0,1,0,0,1,the freshmen,,
the vogues,2,0,0,0,0,0,2,"five oclock world, turn around look at me",,
the wanted,0,0,0,0,0,1,1,glad you came,,
the watts 103rd street rhythm band,1,0,0,0,0,0,1,do your thing,,
the weeknd,0,0,0,0,0,3,3,"earned it, the hills, cant feel my face",,
the whispers,0,0,1,0,0,0,1,rock steady,male,
the who,1,2,0,0,0,0,3,"i can see for miles, wont get fooled again, squeeze box",male,
the winstons,1,0,0,0,0,0,1,color him father,,
the yardbirds,3,0,0,0,0,0,3,"for your love, heart full of soul, shapes of things",,
the young rascals,4,0,0,0,0,0,4,"good lovin, groovin, ive been lonely too long, how can i be sure",male,
the youngbloods,1,0,0,0,0,0,1,get together,male,
the zombies,2,0,0,0,0,0,2,"tell her no, time of the season",,
thedream,0,0,0,0,2,0,2,"i luv your girl, rockin that thang",,
thelma houston,0,1,0,0,0,0,1,dont leave me this way,female,African-American_female_singers
thin lizzy,0,1,0,0,0,0,1,the boys are back in town,male,
third eye blind,0,0,0,4,1,0,5,"semicharmed life, hows it going to be, semicharmed life, jumper, never let you go",,
thomas dolby,0,0,1,0,0,0,1,she blinded me with science,male,English_male_singers
thomas rhett,0,0,0,0,0,1,1,it goes like this,male,American_male_singers
thompson square,0,0,0,0,0,1,1,are you gonna kiss me or not,both,
thompson twins,0,0,3,0,0,0,3,"hold me now, lay your hands on me, king for a day",,
three 6 mafia,0,0,0,0,2,0,2,"stay fly, lolli lolli pop that body",,
three dog night,2,7,0,0,0,0,9,"one, easy to be hard, mama told me not to come, joy to the world, liar, black and white, never been to spain, shambala, the show must go on",,
ti,0,0,0,0,10,1,11,"bring em out, u dont know me, what you know, why you wanna, big shit poppin do it, whatever you like, live your life, dead and gone, live your life, whatever you like, no mediocre",male,
tierra,0,0,1,0,0,0,1,together,,
tiffany,0,0,3,0,0,0,3,"i think were alone now, couldve been, all this time",,
til tuesday,0,0,1,0,0,0,1,voices carry,both,
tim mcgraw,0,0,0,3,4,1,8,"dont take the girl, indian outlaw, please remember me, my best friend, grown men dont cry, real good man, live like you were dying, highway dont care",male,American_country_singers
tim mcgraw and faith hill,0,0,0,1,0,0,1,its your love,,
timbaland,0,0,0,0,5,2,7,"the way i are, give it to me, apologize, apologize, the way i are, carry out, say something",male,African-American_male_rappers
timbaland  magoo,0,0,0,1,0,0,1,up jumps da boogie,,
timex social club,0,0,1,0,0,0,1,rumors,male,
timmy t,0,0,0,1,0,0,1,one more try,,
timmy thomas,0,1,0,0,0,0,1,why cant we live together,,
tina turner,0,0,5,1,0,0,6,"whats love got to do with it, we dont need another hero, better be good to me, private dancer, typical male, i dont wanna fight",female,African-American_female_singers
tinashe,0,0,0,0,0,1,1,2 on,female,African-American_female_singer-songwriters
tinie tempah,0,0,0,0,0,1,1,written in the stars,male,
tlc,0,0,0,10,0,0,10,"babybabybaby, aint 2 proud 2 beg, what about your friends, what about your friends, waterfalls, creep, red light special, diggin on you, no scrubs, unpretty",,
toad the wet sprocket,0,0,0,1,0,0,1,all i want,,
toby beau,0,1,0,0,0,0,1,my angel baby,,
toby keith,0,0,0,0,6,1,7,"how do you like me now, you shouldnt kiss me like this, my list, beer for my horses, american soldier, as good as i once was, red solo cup",male,American_country_singers
todd rundgren,0,2,0,0,0,0,2,"i saw the light, hello its me",male,American_male_guitarists
tom cochrane,0,0,0,1,0,0,1,life is a highway,male,Canadian_male_singers
tom jones,6,2,0,0,0,0,8,"whats new pussycat, its not unusual, green green grass of home, delilah, ill never fall in love again, love me tonight, without love there is nothing, shes a lady",male,Welsh_male_singers
tom petty,0,0,0,2,0,0,2,"free fallin, you dont know how it feels",male,American_male_guitarists
tom petty and the heartbreakers,0,0,3,1,0,0,4,"dont do me like that, refugee, you got lucky, mary janes last dance",,
tom t hall,0,1,0,0,0,0,1,i love,,
tommy boyce  bobby hart,1,0,0,0,0,0,1,i wonder what shes doing tonight,,
tommy james,0,1,0,0,0,0,1,draggin the line,male,American_male_singers
tommy james and the shondells,6,0,0,0,0,0,6,"hanky panky, i think were alone now, mirage, mony mony, crimson and clover, crystal blue persuasion",,
tommy page,0,0,0,1,0,0,1,ill be your everything,male,American_male_singers
tommy roe,3,0,0,0,0,0,3,"hooray for hazel, sweet pea, dizzy",male,American_male_singer-songwriters
tommy tutone,0,0,1,0,0,0,1,8675309jenny,,
tone loc,0,0,2,0,0,0,2,"wild thing, funky cold medina",,
toni basil,0,0,1,0,0,0,1,mickey,female,American_female_singers
toni braxton,0,0,0,8,1,0,9,"another sad love song, breathe again, you mean the world to me, youre makin me high  let it flow, unbreak my heart, unbreak my heart, i dont want to  i love me some him, youre makin me high  let it flow, he wasnt man enough",female,African-American_female_singer-songwriters
tony joe white,1,0,0,0,0,0,1,polk salad annie,male,American_country_singers
tony orlando and dawn,0,4,0,0,0,0,4,"knock three times, tie a yellow ribbon round the ole oak tree, say has anybody seen my sweet gypsy rose, he dont love you like i love you",,
tony toni tone,0,0,0,2,0,0,2,"if i had no loot, anniversary",male,
total,0,0,0,5,0,0,5,"cant you see, kissin you, no one else, what about us, trippin",,
toto,0,1,4,0,0,0,5,"hold the line, rosanna, africa, i wont hold you back, ill be over you",,
tove lo,0,0,0,0,0,3,3,"habits stay high, talking body, habits stay high",female,Swedish_female_singers
tower of power,0,1,0,0,0,0,1,so very hard to go,,
toya,0,0,0,0,2,0,2,"i do, i do",female,African-American_female_singer-songwriters
tpain,0,0,0,0,6,1,7,"im sprung, im n luv wit a stripper, im sprung, buy u a drank shawty snappin, bartender, cant believe it, 5 oclock",male,
tpau,0,0,1,0,0,0,1,heart and soul,female,
tq,0,0,0,1,0,0,1,westside,,
trace adkins,0,0,0,0,1,0,1,youre gonna miss this,male,American_country_singers
tracey ullman,0,0,1,0,0,0,1,they dont know,female,American_female_singers
tracie spencer,0,0,0,1,0,0,1,this house,,
tracy chapman,0,0,1,1,0,0,2,"fast car, give me one reason",female,African-American_female_singer-songwriters
train,0,0,0,0,3,3,6,"meet virginia, drops of jupiter tell me, calling all angels, hey soul sister, drive by, 50 ways to say goodbye",,
trapt,0,0,0,0,1,0,1,headstrong,,
travie mccoy,0,0,0,0,0,1,1,billionaire,male,American_male_rappers
travis tritt,0,0,0,0,1,0,1,its a great day to be alive,male,American_country_singers
trey songz,0,0,0,0,1,6,7,"cant help but wait, say aah, bottoms up, bottoms up, heart attack, na na, slow motion",male,American_male_singers
trick daddy,0,0,0,0,2,0,2,"im a thug, sugar gimme some",male,African-American_male_rappers
trillville,0,0,0,0,1,0,1,some cut,,
truth hurts,0,0,0,0,1,0,1,addictive,,
twayne,0,0,0,0,0,1,1,nasty freestyle,,
tweet,0,0,0,0,1,0,1,oops oh my,female,African-American_female_singer-songwriters
twista,0,0,0,0,2,0,2,"slow jamz, overnight celebrity",male,African-American_male_rappers
