,1960,1970,1980,1990,2000,2010,
alicia keys featuring tony toni tone,0,0,0,0,1,0,diary
macklemore and ryan lewis featuring eric nally melle mel kool moe dee and grandmaster caz,0,0,0,0,0,1,downtown
10cc,0,2,0,0,0,0,"im not in love, the things we do for love"
sister hazel,0,0,0,2,0,0,"all for you, all for you"
lord david dundas,0,1,0,0,0,0,jeans on
peabo bryson,0,0,1,0,0,0,if ever youre in my arms again
mario winans featuring enya and p diddy,0,0,0,0,1,0,i dont wanna know
mase featuring total,0,0,0,1,0,0,what you want
gwen stefani featuring eve,0,0,0,0,1,0,rich girl
kevin rudolf featuring birdman jay sean and lil wayne,0,0,0,0,0,1,i made it cash money heroes
the manhattans,0,1,1,0,0,0,"kiss and say goodbye, shining star"
busta rhymes,0,0,0,3,1,0,"woo hah got you all in check, turn it up remixfire it up, dangerous, touch it"
joshua kadison,0,0,0,1,0,0,beautiful in my eyes
saltnpepa,0,0,0,2,0,0,"do you want me, shoop"
ssgt barry sadler,1,0,0,0,0,0,ballad of the green berets
paul  linda mccartney,0,1,0,0,0,0,uncle albertadmiral halsey
monica,0,0,0,6,2,0,"dont take it personal just one of dem days, before you walk out of my life  like this and like that, why i love you so much  aint nobody, for you i will, the first night, angel of mine, so gone, u shouldve known better"
captain hollywood project,0,0,0,1,0,0,more and more
jibbs,0,0,0,0,1,0,chain hang low
shirley ellis,1,0,0,0,0,0,the name game
ray conniff singers,1,0,0,0,0,0,somewhere my love
blake shelton,0,0,0,0,1,3,"austin, honey bee, god gave me you, sure be cool if you did"
mariah carey,0,0,0,19,6,0,"vision of love, love takes time, someday, emotions, i dont wanna cry, love takes time, ill be there, cant let go, make it happen, dreamlover, hero, without you  never forget you, anytime you need a friend, fantasy, always be my baby, fantasy, honey, my all, i still believe, we belong together, shake it off, its like that, dont forget about us, touch my body, obsessed"
howard jones,0,0,2,0,0,0,"things can only get better, no one is to blame"
the association,3,0,0,0,0,0,"cherish, windy, never my love"
2 chainz,0,0,0,0,0,1,im different
the foundations,2,0,0,0,0,0,"baby now that ive found you, build me up buttercup"
the chambers brothers,1,0,0,0,0,0,time has come today
roxette,0,0,2,4,0,0,"the look, listen to your heart, it must have been love, dangerous, joyride, fading like a flower every time you leave"
jimmy eat world,0,0,0,0,1,0,the middle
wild cherry,0,1,0,0,0,0,play that funky music
eruption,0,1,0,0,0,0,i cant stand the rain
rufus,0,2,0,0,0,0,"you got the love, sweet thing"
onyx,0,0,0,1,0,0,slam
naughty boy featuring sam smith,0,0,0,0,0,1,la la la
rythm syndicate,0,0,0,1,0,0,passion
cyndi lauper,0,0,6,0,0,0,"girls just want to have fun, time after time, she bop, all through the night, true colors, change of heart"
kongos,0,0,0,0,0,1,come with me now
richard marx,0,0,6,4,0,0,"dont mean nothing, hold on to the nights, endless summer nights, shouldve known better, right here waiting, satisfied, hazard, take this heart, keep coming back, now and forever"
bob,0,0,0,0,0,1,so good
moby featuring gwen stefani,0,0,0,0,1,0,south side
madness,0,0,1,0,0,0,our house
patti austin and james ingram,0,0,1,0,0,0,baby come to me
little anthony and the imperials,1,0,0,0,0,0,take me back
coolio featuring lv,0,0,0,2,0,0,"gangstas paradise, gangstas paradise"
nicki minaj featuring drake and lil wayne,0,0,0,0,0,1,truffle butter
ti featuring justin timberlake,0,0,0,0,1,0,dead and gone
baauer,0,0,0,0,0,1,harlem shake
ace frehley,0,1,0,0,0,0,new york groove
abba,0,5,1,0,0,0,"waterloo, dancing queen, knowing me knowing you, take a chance on me, the name of the game, the winner takes it all"
david banner,0,0,0,0,1,0,play
bonnie tyler,0,1,1,0,0,0,"its a heartache, total eclipse of the heart"
pilot,0,1,0,0,0,0,magic
el debarge,0,0,1,0,0,0,whos johnny
buckcherry,0,0,0,0,1,0,sorry
seal,0,0,0,5,0,0,"crazy, prayer for the dying, kiss from a rose, dont cry, fly like an eagle"
clarence carter,1,1,0,0,0,0,"slip away, patches"
karla bonoff,0,0,1,0,0,0,personally
the animals,2,0,0,0,0,0,"we gotta get out of this place, sky pilot"
rich gang featuring young thug and rich homie quan,0,0,0,0,0,1,lifestyle
shawn mendes,0,0,0,0,0,1,stitches
richard harris,1,0,0,0,0,0,macarthur park
golden earring,0,1,1,0,0,0,"radar love, twilight zone"
chicago,0,8,6,1,0,0,"make me smile, 25 or 6 to 4, beginningscolour my world, saturday in the park, feelin stronger every day, ive been searchin so long, call on me, if you leave me now, hard to say im sorry, hard habit to break, youre the inspiration, will you still love me, i dont wanna live without your love, look away, what kind of man would i be"
5 seconds of summer,0,0,0,0,0,2,"amnesia, she looks so perfect"
cream,2,0,0,0,0,0,"sunshine of your love, white room"
shinedown,0,0,0,0,1,0,second chance
neil sedaka  elton john,0,1,0,0,0,0,bad blood
the royal guardsmen,1,0,0,0,0,0,snoopy vs the red baron
dem franchize boyz,0,0,0,0,1,0,lean wit it rock wit it
honey cone,0,1,0,0,0,0,want ads
wings,0,5,0,0,0,0,"listen to what the man said, silly love songs, let em in, with a little luck, goodnight tonight"
lisa lisa and cult jam,0,0,3,0,0,0,"all cried out, head to toe, lost in emotion"
nicky jam and enrique iglesias,0,0,0,0,0,1,el perdon
quincy jones featuring james ingram,0,0,1,0,0,0,one hundred ways
roberta flack,0,3,1,0,0,0,"the first time ever i saw your face, killing me softly with his song, feel like makin love, making love"
carly rae jepsen,0,0,0,0,0,1,call me maybe
3 doors down,0,0,0,0,8,0,"kryptonite, kryptonite, be like that, when im gone, here without you, here without you, let me go, its not my time"
the cover girls,0,0,0,2,0,0,"we cant go wrong, wishing on a star"
mike posner,0,0,0,0,0,2,"cooler than me, please dont go"
pitbull featuring neyo afrojack and nayer,0,0,0,0,0,1,give me everything
pet shop boys,0,0,2,0,0,0,"west end girls, always on my mind"
willie nelson,0,0,1,0,0,0,always on my mind
elvis presley,3,3,0,0,0,0,"crying in the chapel, suspicious minds, in the ghetto, the wonder of you, burning love, way down"
matchbox 20,0,0,0,1,0,0,back 2 good
david bowie,0,3,2,0,0,0,"space oddity, fame, golden years, lets dance, china girl"
olivia newtonjohn,0,8,4,0,0,0,"if not for you, let me be there, if you love me let me know, i honestly love you, have you never been mellow, please mr please, hopelessly devoted to you, a little more love, magic, physical, make a move on me, twist of fate"
samantha mumba,0,0,0,0,1,0,gotta tell you
jeannie c riley,1,0,0,0,0,0,harper valley pta
dj khaled featuring tpain ludacris snoop dogg and rick ross,0,0,0,0,0,1,all i do is win
total featuring missy elliott,0,0,0,1,0,0,trippin
maroon 5 featuring wiz khalifa,0,0,0,0,0,1,payphone
saving abel,0,0,0,0,1,0,addicted
keith,1,0,0,0,0,0,986
ellie goulding,0,0,0,0,0,3,"lights, burn, love me like you do"
donny  marie osmond,0,2,0,0,0,0,"morning side of the mountain, deep purple"
kenny g,0,0,1,1,0,0,"songbird, forever in love"
barbara mason,1,0,0,0,0,0,yes im ready
daniel bedingfield,0,0,0,0,2,0,"gotta get thru this, if youre not the one"
tesla,0,0,0,2,0,0,"love song, signs"
dexys midnight runners,0,0,1,0,0,0,come on eileen
gary lewis and the playboys,1,0,0,0,0,0,sealed with a kiss
moving pictures,0,0,1,0,0,0,what about me
the charlie daniels band,0,1,0,0,0,0,the devil went down to georgia
spiral starecase,1,0,0,0,0,0,more today than yesterday
jesse mccartney featuring ludacris,0,0,0,0,1,0,how do you sleep
glass tiger,0,0,2,0,0,0,"dont forget me when im gone, someday"
dr dre,0,0,0,2,0,0,"nuthin but a g thang, keep their heads ringin"
bow wow featuring omarion,0,0,0,0,1,0,let me hold you
elliott yamin,0,0,0,0,1,0,wait for you
juvenile featuring soulja slim,0,0,0,0,1,0,slow motion
james ingram,0,0,0,1,0,0,i dont have the heart
patrick swayze featuring wendy fraser,0,0,1,0,0,0,shes like the wind
al wilson,0,1,0,0,0,0,show and tell
charli xcx,0,0,0,0,0,1,boom clap
shaggy featuring rikrok,0,0,0,0,1,0,it wasnt me
the hues corporation,0,1,0,0,0,0,rock the boat
roy head,1,0,0,0,0,0,treat her right
paul anka  odia coates,0,1,0,0,0,0,one man womanone woman man
bone thugsnharmony,0,0,0,3,0,0,"1st of tha month, tha crossroads, look into my eyes"
joan jett and the blackhearts,0,0,2,0,0,0,"i love rock n roll, i hate myself for loving you"
kenny loggins  stevie nicks,0,1,0,0,0,0,whenever i call you friend
tierra,0,0,1,0,0,0,together
george michael,0,0,7,4,0,0,"a different corner, i want your sex, faith, one more try, father figure, monkey, kissing a fool, praying for time, freedom 90, too funky, fastlove"
king floyd,0,1,0,0,0,0,groove me
the jeff healey band,0,0,1,0,0,0,angel eyes
rihanna featuring drake,0,0,0,0,0,1,whats my name
rhythm heritage,0,1,0,0,0,0,theme from swat
john travolta,0,1,0,0,0,0,let her in
macklemore and ryan lewis featuring ray dalton,0,0,0,0,0,1,cant hold us
melissa etheridge,0,0,0,4,0,0,"come to my window, im the only one, like the way i do, i want to come over"
timmy thomas,0,1,0,0,0,0,why cant we live together
kanye west big sean pusha t and 2 chainz,0,0,0,0,0,1,mercy
tpau,0,0,1,0,0,0,heart and soul
stray cats,0,0,2,0,0,0,"stray cat strut, shes sexy  17"
maxi priest featuring shaggy,0,0,0,1,0,0,that girl
the supremes,9,1,0,0,0,0,"stop in the name of love, back in my arms again, you cant hurry love, you keep me hangin on, my world is empty without you, love is here and now youre gone, the happening, reflections, love child, up the ladder to the roof"
my chemical romance,0,0,0,0,1,0,welcome to the black parade
paul mccartney and michael jackson,0,0,1,0,0,0,say say say
bobby shmurda,0,0,0,0,0,1,hot boy
henry gross,0,1,0,0,0,0,shannon
power station,0,0,1,0,0,0,some like it hot
five americans,1,0,0,0,0,0,western union
yg featuring jeezy and rich homie quan,0,0,0,0,0,1,my hitta
tinashe featuring schoolboy q,0,0,0,0,0,1,2 on
the beatles with billy preston,1,0,0,0,0,0,get back
snoop dogg featuring pharrell,0,0,0,0,2,0,"drop it like its hot, drop it like its hot"
donell jones,0,0,0,0,2,0,"u know whats up, where i wanna be"
eamon,0,0,0,0,1,0,fuck it i dont want you back
charlie dore,0,0,1,0,0,0,pilot of the airwaves
dr dre featuring snoop dogg,0,0,0,0,1,0,the next episode
janet jackson,0,0,6,15,1,0,"when i think of you, what have you done for me lately, nasty, control, lets wait awhile, miss you much, escapade, rhythm nation, alright, come back to me, black cat, love will never do without you, thats the way love goes, if, again, again, any time any place, because of love, runaway, you want this, runaway, doesnt really matter"
jayz featuring ugk,0,0,0,0,1,0,big pimpin
lil kim featuring mr cheeks,0,0,0,0,1,0,the jump off
yvonne elliman,0,1,0,0,0,0,if i cant have you
hozier,0,0,0,0,0,1,take me to church
bastille,0,0,0,0,0,1,pompeii
love and rockets,0,0,1,0,0,0,so alive
2pac,0,0,0,3,1,0,"i get around, keep ya head up, dear mama, thugz mansion"
sting featuring cheb mami,0,0,0,0,1,0,desert rose
lindsey buckingham,0,0,1,0,0,0,trouble
devo,0,0,1,0,0,0,whip it
kathy troccoli,0,0,0,1,0,0,everything changes
al stewart,0,2,0,0,0,0,"year of the cat, time passages"
mel carter,1,0,0,0,0,0,hold me thrill me kiss me
steppenwolf,2,0,0,0,0,0,"born to be wild, magic carpet ride"
marky mark and the funky bunch featuring loleatta holloway,0,0,0,1,0,0,good vibrations
secondhand serenade,0,0,0,0,1,0,fall for you
terri gibbs,0,0,1,0,0,0,somebodys knockin
billy ray cyrus,0,0,0,1,0,0,achy breaky heart
phil collins,0,0,8,5,0,0,"you cant hurry love, against all odds take a look at me now, one more night, sussudio, dont lose my number, take me home, a groovy kind of love, two hearts, another day in paradise, do you remember, i wish it would rain down, something happened on the way to heaven, everyday"
the beginning of the end,0,1,0,0,0,0,funky nassau
inner circle,0,0,0,2,0,0,"bad boys, sweat a la la la la long"
prince,0,0,7,2,0,0,"i wanna be your lover, little red corvette, 1999, when doves cry, u got the look, sign o the times, batdance, thieves in the temple, the most beautiful girl in the world"
toni braxton,0,0,0,8,1,0,"another sad love song, breathe again, you mean the world to me, youre makin me high  let it flow, unbreak my heart, unbreak my heart, i dont want to  i love me some him, youre makin me high  let it flow, he wasnt man enough"
cc music factory,0,0,0,3,0,0,"gonna make you sweat everybody dance now, here we go, things that make you go hmmm"
jim jones,0,0,0,0,1,0,we fly high
terror squad,0,0,0,0,1,0,lean back
toby keith,0,0,0,0,5,1,"how do you like me now, you shouldnt kiss me like this, my list, american soldier, as good as i once was, red solo cup"
lou christie,2,0,0,0,0,0,"lightnin strikes, im gonna make you mine"
jody watley,0,0,3,1,0,0,"looking for a new love, dont you want me, real love, everything"
the barkays,1,0,0,0,0,0,soul finger
bill medley and jennifer warnes,0,0,1,0,0,0,ive had the time of my life
mike jones,0,0,0,0,1,0,back then
69 boyz,0,0,0,2,0,0,"tootsee roll, tootsee roll"
sugarland,0,0,0,0,0,1,stuck like glue
steve perry,0,0,1,0,0,0,oh sherrie
jessie j,0,0,0,0,0,1,domino
michelle,0,0,0,1,0,0,no more lies
boy krazy,0,0,0,1,0,0,thats what love can do
real mccoy,0,0,0,5,0,0,"another night, another night, run away, come and get your love, one more time"
taio cruz featuring ludacris,0,0,0,0,0,1,break your heart
lil wayne featuring drake and future,0,0,0,0,0,1,love me
david archuleta,0,0,0,0,1,0,crush
nelly p diddy and murphy lee,0,0,0,0,1,0,shake ya tailfeather
dionne warwick  the spinners,0,1,0,0,0,0,then came you
ciara featuring petey pablo,0,0,0,0,1,0,goodies
enya,0,0,0,0,1,0,only time
dru hill featuring redman,0,0,0,1,0,0,how deep is your love
3t,0,0,0,1,0,0,anything
the escape club,0,0,1,1,0,0,"wild wild west, ill be there"
gorillaz,0,0,0,0,2,0,"feel good inc, feel good inc"
the time,0,0,1,1,0,0,"jungle love, jerk out"
kanye west,0,0,0,0,6,0,"jesus walks, through the wire, stronger, love lockdown, heartless, love lockdown"
skeelo,0,0,0,1,0,0,i wish
john cougar mellencamp,0,0,5,0,0,0,"pink houses, lonely ol night, rock in the usa, small town, cherry bomb"
cliff richard,0,1,2,0,0,0,"devil woman, we dont talk anymore, a little in love"
tiffany,0,0,3,0,0,0,"i think were alone now, couldve been, all this time"
joe tex,1,2,0,0,0,0,"hold what youve got, i gotcha, aint gonna bump no more with no big fat woman"
crucial conflict,0,0,0,1,0,0,hay
sunshine anderson,0,0,0,0,1,0,heard it all before
swv and puff daddy,0,0,0,1,0,0,someone
zedd featuring foxes,0,0,0,0,0,1,clarity
paul mccartney  wings,0,3,0,0,0,0,"my love, live and let die, juniors farm"
orianthi,0,0,0,0,0,1,according to you
m,0,0,1,0,0,0,pop muzik
2pac featuring eric williams,0,0,0,1,0,0,do for love
estelle featuring kanye west,0,0,0,0,1,0,american boy
the trammps,0,1,0,0,0,0,disco inferno
joe jackson,0,0,2,0,0,0,"steppin out, breaking us in two"
the beau brummels,2,0,0,0,0,0,"just a little, laugh laugh"
baby boy da prince,0,0,0,0,1,0,the way i live
blue ridge rangers,0,1,0,0,0,0,jambalaya on the bayou
vanilla ice,0,0,0,2,0,0,"ice ice baby, play that funky music"
randy newman,0,1,0,0,0,0,short people
enrique iglesias,0,0,0,1,4,0,"bailamos, be with you, hero, hero, escape"
james taylor,0,4,0,0,0,0,"fire and rain, youve got a friend, how sweet it is to be loved by you, handy man"
general public,0,0,0,1,0,0,ill take you there
katy perry featuring juicy j,0,0,0,0,0,1,dark horse
jayz and kanye west,0,0,0,0,0,1,niggas in paris
foxy,0,1,0,0,0,0,get off
new vaudeville band,1,0,0,0,0,0,winchester cathedral
lumidee,0,0,0,0,1,0,never leave you uh oooh uh oooh
billy idol,0,0,4,1,0,0,"hot in the city, eyes without a face, mony mony, to be a lover, cradle of love"
lil wayne featuring static major,0,0,0,0,1,0,lollipop
larry groce,0,1,0,0,0,0,junk food junkie
will smith featuring dru hill and kool moe dee,0,0,0,1,0,0,wild wild west
ja rule featuring ashanti charli baltimore and vita,0,0,0,0,1,0,down 4 u
lou gramm,0,0,1,1,0,0,"midnight blue, just between you and me"
gerry and the pacemakers,1,0,0,0,0,0,ferry cross the mersey
whitney houston featuring faith evans and kelly price,0,0,0,1,0,0,heartbreak hotel
joey lawrence,0,0,0,1,0,0,nothin my love cant fix
nirvana,0,0,0,1,0,0,smells like teen spirit
dido,0,0,0,0,2,0,"thank you, white flag"
method man featuring mary j blige,0,0,0,1,0,0,ill be there for youyoure all i need to get by
"jason der""ulo",0,0,0,0,0,3,"in my head, ridin solo, whatcha say"
plies featuring neyo,0,0,0,0,1,0,bust it baby part 2
oleta adams,0,0,0,1,0,0,get here
discotex and the sexolettes,0,1,0,0,0,0,get dancin
pm dawn,0,0,0,4,0,0,"set adrift on memory bliss, id die without you, looking through patient eyes, id die without you"
calvin harris featuring florence welch,0,0,0,0,0,1,sweet nothing
the kinks,2,1,1,0,0,0,"tired of waiting for you, all day and all of the night, lola, come dancing"
denise lasalle,0,1,0,0,0,0,trapped by a thing called love
georgia satellites,0,0,1,0,0,0,keep your hands to yourself
dobie gray,0,1,0,0,0,0,drift away
ludacris featuring bobby valentino,0,0,0,0,1,0,pimpin all over the world
the detroit emeralds,0,1,0,0,0,0,baby let me take you in my arms
parliament,0,2,0,0,0,0,"give up the funk tear the roof off the sucker, flash light"
ella henderson,0,0,0,0,0,1,ghost
atlantic starr,0,0,2,1,0,0,"secret lovers, always, masterpiece"
billy squier,0,0,2,0,0,0,"the stroke, rock me tonite"
ruben studdard,0,0,0,0,2,0,"flying without wings, sorry 2004"
billy vera and the beaters,0,0,1,0,0,0,at this moment
neil diamond,4,3,5,0,0,0,"cherry cherry, girl youll be a woman soon, thank the lord for the night time, sweet caroline, cracklin rosie, i ami said, song sung blue, september morn, love on the rocks, america, hello again, yesterdays songs"
sammi smith,0,1,0,0,0,0,help me make it through the night
teddy geiger,0,0,0,0,1,0,for you i will confidence
cassie,0,0,0,0,1,0,me  u
r kelly,0,0,0,7,6,0,"bump n grind, your bodys callin, i cant sleep baby if i, you remind me of something, i believe i can fly, gotham city, when a womans fed up, i wish, ignition remix, thoia thoing, step in the name of love, step in the name of love, happy people"
bobby darin,1,0,0,0,0,0,if i were a carpenter
twista,0,0,0,0,1,0,overnight celebrity
hot chocolate,0,2,0,0,0,0,"you sexy thing, every 1s a winner"
santana featuring the product gb,0,0,0,0,1,0,maria maria
gary lewis  the playboys,4,0,0,0,0,0,"this diamond ring, save your heart for me, count me in, shes just my style"
the moments,0,1,0,0,0,0,love on a twoway street
keha featuring 3oh3,0,0,0,0,0,1,blah blah blah
nick gilder,0,1,0,0,0,0,hot child in the city
kid ink featuring chris brown,0,0,0,0,0,1,show me
the stampeders,0,1,0,0,0,0,sweet city woman
mumford  sons,0,0,0,0,0,1,i will wait
floetry,0,0,0,0,1,0,say yes
david cook,0,0,0,0,1,0,the time of my life
fifth harmony featuring kid ink,0,0,0,0,0,1,worth it
terence trent darby,0,0,2,0,0,0,"wishing well, sign your name"
eric weissberg  steve mandell,0,1,0,0,0,0,dueling banjos
missy elliott,0,0,0,0,3,0,"get ur freak on, work it, work it"
patty smyth,0,0,0,1,0,0,sometimes love just aint enough
jane child,0,0,0,1,0,0,dont wanna fall in love
omi,0,0,0,0,0,1,cheerleader
the shades of blue,1,0,0,0,0,0,oh how happy
alanis morissette,0,0,0,2,1,0,"ironic, you learn  you oughta know, hands clean"
the klf,0,0,0,2,0,0,"3 am eternal, justified and ancient"
santana,0,1,1,0,0,0,"evil ways, winning"
alice cooper,0,5,1,0,0,0,"schools out, only women bleed, you and me, i never cry, how you gonna see me now, poison"
bobby brown,0,0,6,2,0,0,"dont be cruel, my prerogative, on our own, every little step, roni, rock witcha, humpin around, good enough"
ll cool j,0,0,0,5,2,0,"around the way girl, hey lover, loungin, doin it, father, luv u better, headsprung"
jesse powell,0,0,0,1,0,0,you
the grass roots,3,1,0,0,0,0,"lets live for today, midnight confessions, id wait a million years, temptation eyes"
luther ingram,0,1,0,0,0,0,if loving you is wrong i dont want to be right
blues image,0,1,0,0,0,0,ride captain ride
marvin gaye  tammi terrell,4,0,0,0,0,0,"your precious love, aint no mountain high enough, aint nothing like the real thing, youre all i need to get by"
tom t hall,0,1,0,0,0,0,i love
sisqo,0,0,0,0,2,0,"thong song, incomplete"
chumbawamba,0,0,0,2,0,0,"tubthumping, tubthumping"
brenda  the tabulations,0,1,0,0,0,0,right on the tip of my tongue
sam smith,0,0,0,0,0,4,"stay with me, im not the only one, stay with me, lay me down"
the outsiders,1,0,0,0,0,0,time wont let me
eminem featuring nate dogg,0,0,0,0,1,0,shake that
soulja boy tell em featuring sammie,0,0,0,0,1,0,kiss me thru the phone
edwin mccain,0,0,0,1,0,0,ill be
tommy james,0,1,0,0,0,0,draggin the line
ed ames,1,0,0,0,0,0,my cup runneth over
the buckinghams,3,0,0,0,0,0,"kind of a drag, dont you care, mercy mercy mercy"
95 south,0,0,0,1,0,0,whoot there it is
the notorious big,0,0,0,3,0,0,"one more chance, big poppa, hypnotize"
cat stevens,0,3,0,0,0,0,"wild world, morning has broken, oh very young"
naughty by nature,0,0,0,3,0,0,"opp, hip hop hooray, feel me flow"
ini kamoze,0,0,0,2,0,0,"here comes the hotstepper, here comes the hotstepper"
donna summer and brooklyn dreams,0,1,0,0,0,0,heaven knows
natalie,0,0,0,0,1,0,goin crazy
junior mafia featuring the notorious big,0,0,0,2,0,0,"players anthem, get money"
shai,0,0,0,3,0,0,"if i ever fall in love, baby im yours, comforter"
peter brown,0,1,0,0,0,0,dance with me
mc lyte featuring xscape,0,0,0,1,0,0,keep on keepin on
tony orlando and dawn,0,4,0,0,0,0,"knock three times, tie a yellow ribbon round the ole oak tree, say has anybody seen my sweet gypsy rose, he dont love you like i love you"
steve miller band,0,4,1,0,0,0,"the joker, take the money and run, fly like an eagle, jet airliner, abracadabra"
amber,0,0,0,1,0,0,this is your night
david lee roth,0,0,2,0,0,0,"california girls, just like paradise"
matthew wilder,0,0,1,0,0,0,break my stride
henry mancini,1,0,0,0,0,0,love theme from romeo and juliet
shalamar,0,0,3,0,0,0,"the second time around, dead giveaway, dancing in the sheets"
missy elliott featuring nas eve and qtip,0,0,0,0,1,0,hot boyz
mac and katie kissoon,0,1,0,0,0,0,chirpy chirpy cheep cheep
the byrds,1,0,0,0,0,0,mr tambourine man
pet shop boys with dusty springfield,0,0,1,0,0,0,what have i done to deserve this
usher featuring plies,0,0,0,0,0,1,hey daddy daddys home
subway featuring 702,0,0,0,1,0,0,this lil game we play
christina aguilera,0,0,0,1,6,0,"genie in a bottle, what a girl wants, come on over baby all i want is you, i turn to you, beautiful, fighter, aint no other man"
melissa manchester,0,2,1,0,0,0,"midnight blue, dont cry out loud, you should hear how she talks about you"
diamond rio,0,0,0,0,1,0,one more day
pearl jam,0,0,0,2,0,0,"i got id, last kiss"
robbie nevil,0,0,1,0,0,0,cest la vie
ariana grande,0,0,0,0,0,1,one last time
jean knight,0,1,0,0,0,0,mr big stuff
lita ford and ozzy osbourne,0,0,1,0,0,0,close my eyes forever
x ambassadors,0,0,0,0,0,1,renegades
meredith brooks,0,0,0,1,0,0,bitch
filter,0,0,0,0,1,0,take a picture
corona,0,0,0,1,0,0,the rhythm of the night
kenny rogers  kim carnes,0,0,1,0,0,0,dont fall in love with a dreamer
ray goodman  brown,0,0,1,0,0,0,special lady
isaac hayes,0,1,1,0,0,0,"theme from shaft, dont let go"
bob dylan,3,0,0,0,0,0,"like a rolling stone, rainy day women 12  35, lay lady lay"
the babys,0,1,0,0,0,0,everytime i think of you
lady antebellum,0,0,0,0,1,5,"i run to you, need you now, american honey, just a kiss, downtown, bartender"
shania twain,0,0,0,4,1,0,"youre still the one, that dont impress me much, from this moment on, man i feel like a woman, forever and for always"
dan hartman,0,0,1,0,0,0,i can dream about you
guns n roses,0,0,4,1,0,0,"sweet child o mine, patience, welcome to the jungle, paradise city, november rain"
ying yang twins featuring lil jon  the east side boyz,0,0,0,0,1,0,salt shaker
ray j,0,0,0,1,1,0,"let it go, one wish"
wadsworth mansion,0,1,0,0,0,0,sweet mary
peter mccann,0,1,0,0,0,0,do you wanna make love
celine dion,0,0,0,8,2,0,"where does my heart beat now, if you asked me to, the power of love, because you loved me, its all coming back to me now, all by myself, its all coming back to me now, my heart will go on, thats the way it is, a new day has come"
john legend featuring andre 3000,0,0,0,0,1,0,green light
the lumineers,0,0,0,0,0,2,"ho hey, ho hey"
camron featuring juelz santana,0,0,0,0,1,0,oh boy
112,0,0,0,1,2,0,"cupid, peaches  cream, its over now"
jessie j ariana grande and nicki minaj,0,0,0,0,0,2,"bang bang, bang bang"
linear,0,0,0,1,0,0,sending all my love
delbert mcclinton,0,0,1,0,0,0,giving it up for your love
rihanna featuring sean paul,0,0,0,0,1,0,break it off
jt money featuring sole,0,0,0,1,0,0,who dat
harold melvin  the blue notes,0,1,0,0,0,0,wake up everybody
hurricane chris,0,0,0,0,1,0,a bay bay
paul anka,0,3,0,0,0,0,"youre having my baby, i dont like to sleep alone, times of your life"
